outcome,variable,beta,se,t,p,ci_lo,ci_hi,r2,r2_adj,n
homecare_rate,solo_elderly_rate,4104.085439374174,2106.2398074625335,1.9485366409053488,0.05135078498171367,-24.068726056969354,8232.239604805316,0.7547662234476977,0.7314106256808117,47
homecare_rate,aging_rate,-67.88095921866164,36.53589274726491,-1.8579252924849698,0.06317962409347305,-139.48999314631902,3.7280747089957487,0.7547662234476977,0.7314106256808117,47
homecare_rate,pop_density,0.21589119190490905,0.07118879852139796,3.032656771697255,0.0024241114505297425,0.07636371070029077,0.35541867310952735,0.7547662234476977,0.7314106256808117,47
homecare_rate,income_per_capita,0.0567451765423736,0.17006605968597713,0.3336654982608064,0.7386319873020548,-0.2765781754347808,0.390068528519528,0.7547662234476977,0.7314106256808117,47
psychiatry_rate,solo_elderly_rate,2924.063959213774,8074.9349243508495,0.3621161020624376,0.7172652713436587,-12902.517670018557,18750.645588446103,0.3338533330348683,0.2704107933239033,47
psychiatry_rate,aging_rate,14.29342129653611,117.60392078582034,0.12153864599945793,0.9032644064892177,-216.20602788437319,244.7928704774454,0.3338533330348683,0.2704107933239033,47
psychiatry_rate,pop_density,0.41466796070278666,0.2601374426225091,1.594034124893432,0.11092839190252228,-0.09519205786768592,0.9245279792732592,0.3338533330348683,0.2704107933239033,47
psychiatry_rate,income_per_capita,0.06137671286195312,1.1550834829489154,0.053136170474240574,0.9576234122773332,-2.2025453128550065,2.325298738578913,0.3338533330348683,0.2704107933239033,47
